агглиутинaциа	агглютинaция
ахәҭақәыршәара	наказать
ахәҭақәыршәара	прижучить
ахьырхәралшара	наказуемость
иахьырхәтәу	наказуемый
ахьырхәхара	наказываться
еибарххоу	накалённый
акылырҷҷара	накалывание
акылырҷҷара	наколоть
маҷк аршьшьара	накалывание
аҵларшы ахьшьра	наканифолить
аизыркәкәара	накапливание
аизыркәкәара	собрать
ақәыҽҽара	накат
ақәыҽҽара	накатить
ақәыҽҽара	накатиться
ақәыҽҽара	накатка
амҩеиқәырс	накат
аиқәырс	накат
еиқәырсу	накатанный
ирапоу	накатанный
ирапоу	убитый
ирапоу	уезженный
ирапоу	шоссированный
аиқәырсра	накатать
аиқәырсра	накатка
иааинырслан	накатать
апаҷҟәалеира	накатать
апаҷҟәалеира	царапать
узхара аланыҟәара	накататься
арыжәтә аршьра	накатить
арыжәтә аршьра	накачать
арыжәтә аршьра	опьянить
арыжәтә аршьра	охмеление
арыжәтә аршьра	перепоить
арыжәтә аршьра	упоить
иқәырҟьоу	накатный
иркәымпылны	накатом
иркәыр кәырны	накатом
ирбылгьаны	накатом
ирбылгьаны	подкатывание
азхара агьалара	накачаться
арыжәтә аҽаршьра	накачаться
арыжәтә аҽаршьра	пьянствовать
накачать	накачивать
лахьы	накачка
ашәхарԥа	накидка
ажәҩаҭарԥа	накидка
ажәҩаҭарԥа	пелерина
ажәҩаҭарԥа	разлетайка
рыжәҩа иҭадырԥо	накидка
ахаршә	накидка
ахаршә	подношение
идыршәуа	накидка
идыршәуа акаҭа	накидка
азыҭрысра	накинуться
аҭарԥара	накинуть
агәы ачра	накипеть
ақәадаб	накипь
акыдхала	накипь
акыдхала	шлам
изаралу	накладистый
изаралу	невыгодный
изаралу	несходный
иқьарым	накладистый
иқьарым	накладно
иқьарым	начётисто
иқьарым	невыгодно
иқьарым	невыгодный
иқьарым	несходный
ақәда	накладка
аманшәаламхара	накладка
аманшәаламхара	неблагополучие
аманшәаламхара	нежно
аманшәаламхара	неудача
аманшәаламхара	неустойка
аманшәаламхара	обжечься
аманшәаламхара	подгулять
ашьапҿаргыла	накладка
изаралуп	накладно
изаралуп	начётисто
изаралуп	невыгодно
ифеидам	накладно
ифеидам	непродуктивно
ифеидам	неэкономный
иадырҵо	накладной
иақәырҵо	накладной
ашәхарԥатә	накидной
акылҵәарсҭа	наклёв
аркьынаара	наклон
азхараафара	наклеваться
